Issue Description,Assignees to the Issue,Link
Unexpected `array_index_out_of_bounds_exception`,,https://github.com/elastic/elasticsearch/issues/16812
Truncated Cluster State exception should show path,,https://github.com/elastic/elasticsearch/issues/16713
NullPointerException on hasParentQuery when parent does not exist,,https://github.com/elastic/elasticsearch/issues/16692
Update API and versions,,https://github.com/elastic/elasticsearch/issues/16671
Groovy script throws java.lang.NoClassDefFoundError: groovy/lang/Reference,,https://github.com/elastic/elasticsearch/issues/16657
Took time for index requests ?,,https://github.com/elastic/elasticsearch/issues/16641
No documentation on what stopwords are in each set,,https://github.com/elastic/elasticsearch/issues/16561
Java heap space Error on document indexing with spatial field,,https://github.com/elastic/elasticsearch/issues/16444
Backwards incompatibility: _cache is disallowed for Or Filters,,https://github.com/elastic/elasticsearch/issues/16441
Indices cat API doesn't list closed indices when filtered,,https://github.com/elastic/elasticsearch/issues/16419
"""fields"" is missing in hit if script field returns a null value",,https://github.com/elastic/elasticsearch/issues/16408
Output version when running bin/plugin list,,https://github.com/elastic/elasticsearch/issues/16375
Extend fsprobe,,https://github.com/elastic/elasticsearch/pull/16340
Lucene version check prevents people updating Lucene to get bugfixes,,https://github.com/elastic/elasticsearch/issues/16301
Analysis API doesn't respect node level default analyzer setting,,https://github.com/elastic/elasticsearch/issues/16219
Warn user when mapper attachments has to extract an unknown format,,https://github.com/elastic/elasticsearch/issues/16189
Malformed multi-match query doesn't throw exception,,https://github.com/elastic/elasticsearch/issues/16169
geo_point ignore ignore_malformed setting,,https://github.com/elastic/elasticsearch/issues/16137
Index buffer - clarify min and max settings relative to size,,https://github.com/elastic/elasticsearch/issues/16115
Nodes info and stats output do not show tribe node clients,,https://github.com/elastic/elasticsearch/issues/16105
Inconsistency in multi_match query,,https://github.com/elastic/elasticsearch/issues/16098
Elasticsearch should reject _id longer than the maximum URI length,,https://github.com/elastic/elasticsearch/issues/16034
_cat/count docs clarification,,https://github.com/elastic/elasticsearch/issues/16008
timeInQueue for pending_tasks growing too fast?,,https://github.com/elastic/elasticsearch/issues/15988
_recovery api shows negative metrics after translog replay,,https://github.com/elastic/elasticsearch/issues/15974
Misleading error message for geo_point parse failure,,https://github.com/elastic/elasticsearch/issues/15965
add loadaverage support for freebsd,,https://github.com/elastic/elasticsearch/issues/15917
"Remove ""geohash"" json object parsing for geo_point fields",,https://github.com/elastic/elasticsearch/issues/15872
Thread pool size should not be a global (cluster update API) setting,,https://github.com/elastic/elasticsearch/issues/15866
Remove IcuCollationTokenFilterFactory,,https://github.com/elastic/elasticsearch/issues/15827
java.lang.NullPointerException while updating document,,https://github.com/elastic/elasticsearch/issues/15822
Correct documentation of discovery.zen.ping.unicast.hosts regarding support for port ranges,,https://github.com/elastic/elasticsearch/issues/15816
Allow Query/Filter Cache to be disabled by index,,https://github.com/elastic/elasticsearch/issues/15802
"""match""  with ""query"" parameter accepts list input and gives wrong results ",,https://github.com/elastic/elasticsearch/issues/15741
Debian init script exits with success if Elasticsearch binary is missing,,https://github.com/elastic/elasticsearch/issues/15712
Fix multi-field support for GeoPoint types,,https://github.com/elastic/elasticsearch/pull/15702
FSBlobContainer leniently truncates,,https://github.com/elastic/elasticsearch/issues/15579
Log message suggesting setting network.host if using EC2 discovery,,https://github.com/elastic/elasticsearch/issues/15518
Error message failure when analyzer created without tokenizer,,https://github.com/elastic/elasticsearch/issues/15492
Update scripting documentation to provide examples using true/false vs. on/off,,https://github.com/elastic/elasticsearch/issues/15469
Config `index.mapper.dynamic: false` is not honored.,,https://github.com/elastic/elasticsearch/issues/15381
