Issue Description,Assignees to the Issue,Link
Add support to fold the repository like github in mobile browser.,,https://github.com/sindresorhus/refined-github/issues/598
Add shortcuts to navigate to PR tabs,,https://github.com/sindresorhus/refined-github/issues/568
Hide repo meta-info when empty and no access to edit,,https://github.com/sindresorhus/refined-github/issues/549
Add dropdown menu to the search bar scope,,https://github.com/sindresorhus/refined-github/issues/548
Keep the tabs Insights and Settings on the right,,https://github.com/sindresorhus/refined-github/issues/502
Mark as unread doesn't update the participating number,,https://github.com/sindresorhus/refined-github/issues/497
Use Promised `browser.*` APIs,,https://github.com/sindresorhus/refined-github/issues/495
Remove hardcoded references to Github.com,,https://github.com/sindresorhus/refined-github/issues/461
"Remove ""Marketplace"" nav item",,https://github.com/sindresorhus/refined-github/issues/451
Repo tabs doesn't fit when Wiki and Projects tabs are enabled,,https://github.com/sindresorhus/refined-github/issues/440
"Show ""Pulse"" item in ""Insights"" dropdown",,https://github.com/sindresorhus/refined-github/issues/433
Inject Releases and Compare tab before Settings tab,,https://github.com/sindresorhus/refined-github/issues/431
"Move the ""Close issue"" button to the left",,https://github.com/sindresorhus/refined-github/issues/410
Add link to all milestones on milestone page,,https://github.com/sindresorhus/refined-github/issues/366
Stylize OP name in comments,,https://github.com/sindresorhus/refined-github/issues/365
Linkifies branch reference incorrect when repo was renamed,,https://github.com/sindresorhus/refined-github/issues/349
Blame parent links no longer blame the parent,,https://github.com/sindresorhus/refined-github/issues/345
Copy Button for Gists,,https://github.com/sindresorhus/refined-github/issues/336
Really small padding issue,,https://github.com/sindresorhus/refined-github/issues/327
Fix button for diffs without whitespace,,https://github.com/sindresorhus/refined-github/issues/322
"Add a keyboard shortcut for ""Add line comment""",,https://github.com/sindresorhus/refined-github/issues/312
"The review ""red X"" icon is overly scary",,https://github.com/sindresorhus/refined-github/issues/310
Remove Projects (0) from repo navigation,,https://github.com/sindresorhus/refined-github/issues/309
"Add ""title"" attr to emojis",,https://github.com/sindresorhus/refined-github/issues/278
"New font still used in ""Private"" badge",,https://github.com/sindresorhus/refined-github/issues/265
Show your own Avatar for Reactions?,,https://github.com/sindresorhus/refined-github/issues/239
Created repository - Different Style,,https://github.com/sindresorhus/refined-github/issues/213
"""collapsible"" file diff make it difficult to select file names. ",,https://github.com/sindresorhus/refined-github/issues/209
"Provide a shortcut for ""your"" issues?",,https://github.com/sindresorhus/refined-github/issues/183
"Add ""Operator Mono"" as <pre>'s default font",,https://github.com/sindresorhus/refined-github/issues/179
"Show ""Trending"" in the top menu",,https://github.com/sindresorhus/refined-github/issues/153
